ca_collections.idno_institucion,ca_collections.preferred_labels_institucion,ca_collections.idno_fondo,ca_collections.preferred_labels_fondo,ca_collections.idno_subfondo,ca_collections.preferred_labels_subfondo,collection_type_subfondo,ca_collections.arrangement_subfondo,ca_collections.preferred_labels,ca_collections.arrangement,ca_collections.idno,ca_collections.extent_text,ca_collections.repository.repositoryName,ca_collections.scopecontent,ca_collections.accessrestrict,ca_collections.reproduction,ca_collections.note,ca_collections.repository.repositoryLocation,ca_places,ca_collections.description,ca_collections.relatedmaterial,ca_collections.unitdate.date_value,ca_collections.unitdate.dates_types
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1052,Caja 1052,caja,"Archivo Histórico Rionegro, Judicial, Caja 1052",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1052, Carpeta 005",CO.AHR.JUD.T1052.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1877 - 1891,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1052,Caja 1052,caja,"Archivo Histórico Rionegro, Judicial, Caja 1052",carpeta 006,"Archivo Histórico Rionegro, Judicial, Caja 1052, Carpeta 006",CO.AHR.JUD.T1052.T006,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1877 - 1891,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1053,Caja 1053,caja,"Archivo Histórico Rionegro, Judicial, Caja 1053",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1053, Carpeta 002",CO.AHR.JUD.T1053.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1899 - 1903,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1053,Caja 1053,caja,"Archivo Histórico Rionegro, Judicial, Caja 1053",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1053, Carpeta 003",CO.AHR.JUD.T1053.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1899 - 1903,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1053,Caja 1053,caja,"Archivo Histórico Rionegro, Judicial, Caja 1053",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1053, Carpeta 004",CO.AHR.JUD.T1053.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1899 - 1903,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1053,Caja 1053,caja,"Archivo Histórico Rionegro, Judicial, Caja 1053",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1053, Carpeta 005",CO.AHR.JUD.T1053.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1899 - 1903,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1053,Caja 1053,caja,"Archivo Histórico Rionegro, Judicial, Caja 1053",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1053, Carpeta 006",CO.AHR.JUD.T1053.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1899 - 1903,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1054,Caja 1054,caja,"Archivo Histórico Rionegro, Judicial, Caja 1054",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1054, Carpeta 001",CO.AHR.JUD.T1054.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1873 - 1889,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1054,Caja 1054,caja,"Archivo Histórico Rionegro, Judicial, Caja 1054",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1054, Carpeta 002",CO.AHR.JUD.T1054.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1873 - 1889,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1054,Caja 1054,caja,"Archivo Histórico Rionegro, Judicial, Caja 1054",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1054, Carpeta 003",CO.AHR.JUD.T1054.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1873 - 1889,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1054,Caja 1054,caja,"Archivo Histórico Rionegro, Judicial, Caja 1054",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1054, Carpeta 004",CO.AHR.JUD.T1054.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1873 - 1889,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1054,Caja 1054,caja,"Archivo Histórico Rionegro, Judicial, Caja 1054",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1054, Carpeta 005",CO.AHR.JUD.T1054.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1873 - 1889,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1055,Caja 1055,caja,"Archivo Histórico Rionegro, Judicial, Caja 1055",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1055, Carpeta 001",CO.AHR.JUD.T1055.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1894 - 1936,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1055,Caja 1055,caja,"Archivo Histórico Rionegro, Judicial, Caja 1055",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1055, Carpeta 002",CO.AHR.JUD.T1055.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1894 - 1936,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1055,Caja 1055,caja,"Archivo Histórico Rionegro, Judicial, Caja 1055",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1055, Carpeta 003",CO.AHR.JUD.T1055.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1894 - 1936,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1055,Caja 1055,caja,"Archivo Histórico Rionegro, Judicial, Caja 1055",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1055, Carpeta 004",CO.AHR.JUD.T1055.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1894 - 1936,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1056,Caja 1056,caja,"Archivo Histórico Rionegro, Judicial, Caja 1056",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1056, Carpeta 001",CO.AHR.JUD.T1056.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1903 - 1906,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1056,Caja 1056,caja,"Archivo Histórico Rionegro, Judicial, Caja 1056",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1056, Carpeta 002",CO.AHR.JUD.T1056.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1903 - 1906,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1056,Caja 1056,caja,"Archivo Histórico Rionegro, Judicial, Caja 1056",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1056, Carpeta 003",CO.AHR.JUD.T1056.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1903 - 1906,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1056,Caja 1056,caja,"Archivo Histórico Rionegro, Judicial, Caja 1056",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1056, Carpeta 004",CO.AHR.JUD.T1056.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1903 - 1906,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1056,Caja 1056,caja,"Archivo Histórico Rionegro, Judicial, Caja 1056",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1056, Carpeta 005",CO.AHR.JUD.T1056.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1903 - 1906,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1056,Caja 1056,caja,"Archivo Histórico Rionegro, Judicial, Caja 1056",carpeta 006,"Archivo Histórico Rionegro, Judicial, Caja 1056, Carpeta 006",CO.AHR.JUD.T1056.T006,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1903 - 1906,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1056,Caja 1056,caja,"Archivo Histórico Rionegro, Judicial, Caja 1056",carpeta 007,"Archivo Histórico Rionegro, Judicial, Caja 1056, Carpeta 007",CO.AHR.JUD.T1056.T007,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1903 - 1906,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1056,Caja 1056,caja,"Archivo Histórico Rionegro, Judicial, Caja 1056",carpeta 008,"Archivo Histórico Rionegro, Judicial, Caja 1056, Carpeta 008",CO.AHR.JUD.T1056.T008,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1903 - 1906,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1057,Caja 1057,caja,"Archivo Histórico Rionegro, Judicial, Caja 1057",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1057, Carpeta 001",CO.AHR.JUD.T1057.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1916 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1057,Caja 1057,caja,"Archivo Histórico Rionegro, Judicial, Caja 1057",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1057, Carpeta 002",CO.AHR.JUD.T1057.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1916 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1057,Caja 1057,caja,"Archivo Histórico Rionegro, Judicial, Caja 1057",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1057, Carpeta 003",CO.AHR.JUD.T1057.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1916 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1057,Caja 1057,caja,"Archivo Histórico Rionegro, Judicial, Caja 1057",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1057, Carpeta 004",CO.AHR.JUD.T1057.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1916 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1057,Caja 1057,caja,"Archivo Histórico Rionegro, Judicial, Caja 1057",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1057, Carpeta 005",CO.AHR.JUD.T1057.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1916 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1057,Caja 1057,caja,"Archivo Histórico Rionegro, Judicial, Caja 1057",carpeta 006,"Archivo Histórico Rionegro, Judicial, Caja 1057, Carpeta 006",CO.AHR.JUD.T1057.T006,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1916 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1058,Caja 1058,caja,"Archivo Histórico Rionegro, Judicial, Caja 1058",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1058, Carpeta 001",CO.AHR.JUD.T1058.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1835 - 1894,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1058,Caja 1058,caja,"Archivo Histórico Rionegro, Judicial, Caja 1058",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1058, Carpeta 002",CO.AHR.JUD.T1058.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1835 - 1894,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1058,Caja 1058,caja,"Archivo Histórico Rionegro, Judicial, Caja 1058",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1058, Carpeta 003",CO.AHR.JUD.T1058.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1835 - 1894,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1058,Caja 1058,caja,"Archivo Histórico Rionegro, Judicial, Caja 1058",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1058, Carpeta 004",CO.AHR.JUD.T1058.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1835 - 1894,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1058,Caja 1058,caja,"Archivo Histórico Rionegro, Judicial, Caja 1058",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1058, Carpeta 005",CO.AHR.JUD.T1058.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1835 - 1894,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1058,Caja 1058,caja,"Archivo Histórico Rionegro, Judicial, Caja 1058",carpeta 006,"Archivo Histórico Rionegro, Judicial, Caja 1058, Carpeta 006",CO.AHR.JUD.T1058.T006,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1835 - 1894,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1059,Caja 1059,caja,"Archivo Histórico Rionegro, Judicial, Caja 1059",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1059, Carpeta 001",CO.AHR.JUD.T1059.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1059,Caja 1059,caja,"Archivo Histórico Rionegro, Judicial, Caja 1059",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1059, Carpeta 002",CO.AHR.JUD.T1059.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
